#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 974: Waterhole, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Waterhole (974) 
# Washington  SNOTEL Site - 5010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:15:07 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2000-12-22,9.1,15.6,45,44,44,0.30
2000-12-23,9.2,15.9,44,44,44,0.10
2000-12-24,9.3,16.0,45,44,45,0.00
2000-12-25,9.3,16.0,45,44,44,0.00
2000-12-26,9.4,16.0,44,44,44,0.10
2000-12-27,9.3,16.1,45,44,44,0.00
2000-12-28,9.1,16.1,45,44,44,0.00
2000-12-29,9.2,16.1,44,44,44,0.00
2000-12-30,9.2,16.1,,,,0.10
2000-12-31,9.2,16.2,44,44,44,0.00
2001-01-01,9.2,16.2,45,44,44,0.00
2001-01-02,9.4,16.2,44,44,44,0.00
2001-01-03,9.4,16.2,44,44,44,0.40
2001-01-04,9.5,16.6,44,25,39,1.40
2001-01-05,9.4,18.0,42,27,38,0.60
2001-01-06,9.3,18.6,43,42,43,0.00
2001-01-07,9.3,18.6,43,42,43,0.10
2001-01-08,9.5,18.7,43,43,43,0.10
2001-01-09,9.6,18.8,44,43,43,0.20
2001-01-10,9.5,19.0,44,43,44,0.10
2001-01-11,9.7,19.1,44,43,44,0.00
2001-01-12,9.7,19.1,44,43,44,0.50
2001-01-13,10.0,19.6,44,44,44,0.20
2001-01-14,10.1,19.8,44,43,44,0.00
2001-01-15,10.1,19.8,45,44,44,0.10
2001-01-16,10.2,19.9,,,,0.00
2001-01-17,10.3,19.9,45,44,44,0.00
2001-01-18,10.3,19.9,44,43,44,0.00
2001-01-19,10.3,19.9,,,,0.30
2001-01-20,10.4,20.2,44,43,44,0.00
2001-01-21,10.5,20.2,47,43,44,0.60
2001-01-22,11.0,20.8,44,44,44,0.00
2001-01-23,11.2,20.8,44,43,44,0.10
2001-01-24,11.3,20.9,44,44,44,0.10
2001-01-25,11.3,21.0,45,44,44,0.00
2001-01-26,11.2,21.0,45,44,44,0.00
2001-01-27,11.2,21.0,45,44,44,0.30
2001-01-28,11.5,21.3,44,43,44,0.30
2001-01-29,11.8,21.6,44,43,44,0.10
2001-01-30,11.9,21.7,44,44,44,0.30
2001-01-31,12.2,22.0,44,44,44,0.10
2001-02-01,12.4,22.1,44,44,44,0.10
2001-02-02,12.4,22.2,44,44,44,1.00
2001-02-03,13.1,23.2,45,44,44,0.50
2001-02-04,13.7,23.7,44,44,44,0.30
2001-02-05,14.0,24.0,45,44,44,0.10
2001-02-06,14.0,24.1,72,68,71,0.30
2001-02-07,13.9,24.4,79,64,71,0.30
2001-02-08,14.2,24.7,80,73,77,0.10
2001-02-09,14.3,24.8,,,,0.00
2001-02-10,14.3,24.8,,,,0.00
2001-02-11,14.3,24.8,,,,0.00
2001-02-12,14.0,24.8,,,,0.00
2001-02-13,14.1,24.8,,,,0.00
2001-02-14,14.3,24.8,,,,0.00
2001-02-15,14.4,24.8,,,,0.60
2001-02-16,14.5,25.4,,,,0.40
2001-02-17,15.2,25.8,,,,0.00
2001-02-18,15.4,25.8,,,,0.10
2001-02-19,15.4,25.9,,,,0.00
2001-02-20,15.4,25.9,,,,0.00
2001-02-21,15.5,25.9,,,,0.20
2001-02-22,15.7,26.1,,,,0.00
2001-02-23,15.7,26.1,,,,0.00
2001-02-24,15.9,26.1,,,,0.10
2001-02-25,15.6,26.2,,,,0.00
2001-02-26,15.4,26.2,,,,0.00
2001-02-27,15.6,26.2,,,,0.00
2001-02-28,15.9,26.2,,,,0.00
2001-03-01,15.9,26.2,,,,0.40
2001-03-02,16.6,26.6,,,,0.60
2001-03-03,16.6,27.2,,,,0.00
2001-03-04,16.6,27.2,,,,0.00
2001-03-05,16.9,27.2,,,,0.10
2001-03-06,17.0,27.3,,,,0.00
2001-03-07,17.2,27.3,,,,0.00
2001-03-08,17.3,27.3,,,,0.10
2001-03-09,17.3,27.4,,,,0.10
2001-03-10,17.3,27.5,,,,0.00
2001-03-11,17.3,27.5,,,,0.00
2001-03-12,17.4,27.5,,,,0.00
2001-03-13,17.6,27.5,,,,0.80
2001-03-14,17.8,28.3,,,,0.00
2001-03-15,18.5,28.3,,,,0.10
2001-03-16,18.3,28.4,,,,0.00
2001-03-17,18.5,28.4,,,,0.00
2001-03-18,18.6,28.4,,,,0.80
2001-03-19,18.7,29.2,,,,0.10
2001-03-20,18.7,29.3,,,,0.00
2001-03-21,18.8,29.3,,,,0.00
2001-03-22,19.0,29.3,,,,0.00
2001-03-23,19.1,29.3,,,,0.00
2001-03-24,19.3,29.3,,,,0.30
2001-03-25,19.2,29.6,,,,0.30
2001-03-26,18.9,29.9,,,,0.30
2001-03-27,19.3,30.2,,,,0.50
2001-03-28,19.9,30.7,,,,0.00
2001-03-29,19.8,30.7,,,,0.10
2001-03-30,19.9,30.8,,,,0.00
2001-03-31,20.2,30.8,,,,0.10
2001-04-01,20.0,30.9,,,,0.40
2001-04-02,20.3,31.3,,,,0.00
2001-04-03,20.0,31.3,,,,0.00
2001-04-04,20.1,31.3,,,,0.00
2001-04-05,20.3,31.3,,,,0.10
2001-04-06,20.4,31.4,,,,0.40
2001-04-07,20.5,31.8,,,,0.10
2001-04-08,20.6,31.9,,,,0.00
2001-04-09,20.5,31.9,,,,0.00
2001-04-10,20.9,31.9,,,,0.50
2001-04-11,21.3,32.4,,,,0.10
2001-04-12,21.4,32.5,,,,0.10
2001-04-13,21.5,32.6,,,,0.10
2001-04-14,21.6,32.7,,,,0.10
2001-04-15,21.8,32.8,,,,0.00
2001-04-16,22.0,32.8,,,,0.10
2001-04-17,22.0,32.9,,,,1.10
2001-04-18,23.5,34.0,,,,0.10
2001-04-19,23.7,34.1,,,,0.30
2001-04-20,23.7,34.4,,,,0.00
2001-04-21,23.7,34.4,,,,0.00
2001-04-22,23.7,34.4,,,,0.00
2001-04-23,23.7,34.4,,,,0.00
2001-04-24,23.6,34.4,,,,0.00
2001-04-25,23.4,34.4,,,,0.00
2001-04-26,22.8,34.4,,,,0.00
2001-04-27,22.1,34.4,,,,0.10
2001-04-28,21.5,34.5,,,,0.20
2001-04-29,21.1,34.7,,,,0.60
2001-04-30,21.4,35.3,,,,1.40
2001-05-01,22.9,36.7,,,,0.30
2001-05-02,23.4,37.0,,,,0.00
2001-05-03,23.4,37.0,,,,0.00
2001-05-04,23.5,37.0,,,,0.40
2001-05-05,23.7,37.4,,,,0.00
2001-05-06,23.8,37.4,,,,0.00
2001-05-07,23.8,37.4,,,,0.00
2001-05-08,23.7,37.4,,,,0.00
2001-05-09,23.2,37.4,,,,0.00
2001-05-10,22.6,37.4,,,,0.00
2001-05-11,22.4,37.4,,,,0.00
2001-05-12,21.9,37.4,,,,0.10
2001-05-13,20.8,37.5,,,,0.10
2001-05-14,20.2,37.6,,,,0.30
2001-05-15,19.9,37.9,,,,0.50
2001-05-16,20.2,38.4,,,,0.20
2001-05-17,20.1,38.6,,,,0.00
2001-05-18,19.9,38.6,,,,0.00
2001-05-19,19.7,38.6,,,,0.00
2001-05-20,19.0,38.6,,,,0.00
2001-05-21,19.0,38.6,,,,0.00
2001-05-22,17.0,38.6,,,,0.00
2001-05-23,15.1,38.6,,,,0.00
2001-05-24,13.1,38.6,,,,0.00
2001-05-25,11.6,38.6,,,,0.00
2001-05-26,9.7,38.6,,,,0.00
2001-05-27,7.7,38.6,,,,0.00
2001-05-28,6.5,38.6,,,,0.40
2001-05-29,6.5,39.0,,,,0.00
2001-05-30,6.1,39.0,,,,0.00
2001-05-31,5.1,39.0,,,,0.00
2001-06-01,2.7,39.0,,,,0.70
2001-06-02,2.1,39.7,,,,0.10
2001-06-03,2.3,39.8,,,,0.10
2001-06-04,1.6,39.9,,,,0.00
2001-06-05,1.1,39.9,,,,0.10
2001-06-06,0.8,40.0,,,,0.00
2001-06-07,0.0,40.0,,,,0.00
2001-06-08,0.0,40.0,,,,0.20
2001-06-09,0.0,40.2,,,,0.20
2001-06-10,0.0,40.4,,,,0.00
2001-06-11,0.0,40.4,,,,0.60
2001-06-12,0.0,41.0,,,,0.00
2001-06-13,0.0,41.0,,,,0.00
2001-06-14,0.0,41.0,,,,0.00
2001-06-15,0.0,41.0,,,,0.00
2001-06-16,0.0,41.0,,,,0.00
2001-06-17,0.0,41.0,,,,0.00
2001-06-18,0.0,41.0,,,,0.00
2001-06-19,0.0,41.0,,,,0.00
2001-06-20,0.0,41.0,,,,0.00
2001-06-21,0.0,41.0,,,,0.00
2001-06-22,0.0,41.0,,,,0.00
2001-06-23,0.0,41.0,,,,0.00
2001-06-24,0.0,41.0,,,,0.20
2001-06-25,0.0,41.2,,,,0.00
2001-06-26,0.0,41.2,,,,0.00
2001-06-27,0.0,41.2,,,,0.40
2001-06-28,0.0,41.6,,,,0.00
2001-06-29,0.0,41.6,,,,0.00
2001-06-30,0.0,41.6,,,,0.00
2001-07-01,0.0,41.6,,,,0.00
2001-07-02,0.0,41.6,,,,0.00
2001-07-03,0.0,41.6,,,,0.00
2001-07-04,0.0,41.6,,,,0.00
2001-07-05,0.0,41.6,,,,0.00
2001-07-06,0.0,41.6,,,,0.00
2001-07-07,0.0,41.6,,,,0.00
2001-07-08,0.0,41.6,,,,0.00
2001-07-09,0.0,41.6,,,,0.00
2001-07-10,0.0,41.6,,,,0.00
2001-07-11,0.0,41.6,,,,0.00
2001-07-12,0.0,41.6,,,,0.00
2001-07-13,0.0,41.6,,,,0.00
2001-07-14,0.0,41.6,,,,0.00
2001-07-15,0.0,41.6,,,,0.10
2001-07-16,0.0,41.7,,,,0.20
2001-07-17,0.0,41.9,,,,0.00
2001-07-18,0.0,41.9,,,,0.00
2001-07-19,0.0,41.9,,,,0.00
2001-07-20,0.0,41.9,,,,0.00
2001-07-21,0.0,41.9,,,,0.00
2001-07-22,0.0,41.9,,,,0.00
2001-07-23,0.0,41.9,,,,0.00
2001-07-24,0.0,41.9,,,,0.00
2001-07-25,0.0,41.9,,,,0.00
2001-07-26,0.0,41.9,,,,0.00
2001-07-27,0.0,41.9,,,,0.20
2001-07-28,0.0,42.1,,,,0.10
2001-07-29,0.0,42.2,,,,0.00
2001-07-30,0.0,42.2,,,,0.00
2001-07-31,0.0,42.2,,,,0.00
2001-08-01,0.0,42.2,,,,0.00
2001-08-02,0.0,42.2,,,,0.10
2001-08-03,0.0,42.3,,,,0.40
2001-08-04,0.0,42.7,,,,0.00
2001-08-05,0.0,42.7,,,,0.00
2001-08-06,0.0,42.7,,,,0.00
2001-08-07,0.0,42.7,,,,0.00
2001-08-08,0.0,42.7,,,,0.00
2001-08-09,0.0,42.7,,,,0.00
2001-08-10,0.0,42.7,,,,0.00
2001-08-11,0.0,42.7,,,,0.00
2001-08-12,0.0,42.7,,,,0.00
2001-08-13,0.0,42.7,,,,0.00
2001-08-14,0.0,42.7,,,,0.00
2001-08-15,0.0,42.7,,,,0.00
2001-08-16,0.0,42.7,,,,0.00
2001-08-17,0.0,42.7,,,,0.00
2001-08-18,0.0,42.7,,,,0.30
2001-08-19,0.0,43.0,,,,0.00
2001-08-20,0.0,43.0,54,34,44,0.00
2001-08-21,0.0,43.0,49,43,46,0.30
2001-08-22,0.0,43.3,48,40,46,1.30
2001-08-23,0.0,44.6,43,38,40,0.70
2001-08-24,0.0,45.3,53,35,42,0.00
2001-08-25,0.0,45.3,61,38,49,0.00
2001-08-26,0.0,45.3,,,,0.00
2001-08-27,0.0,45.3,69,44,54,0.00
2001-08-28,0.0,45.3,56,47,52,0.00
2001-08-29,0.0,45.3,62,46,53,0.00
2001-08-30,0.0,45.3,66,45,54,0.00
2001-08-31,0.0,45.3,,,,0.00
2001-09-01,0.0,45.3,,,,0.10
2001-09-02,0.0,45.4,,,,0.00
2001-09-03,0.0,45.4,,,,0.00
2001-09-04,0.0,45.4,,,,0.00
2001-09-05,0.0,45.4,,,,0.00
2001-09-06,0.0,45.4,,,,0.00
2001-09-07,0.0,45.4,,,,0.00
2001-09-08,0.0,45.4,,,,0.00
2001-09-09,0.0,45.4,,,,0.00
2001-09-10,0.0,45.4,,,,0.00
2001-09-11,0.0,45.4,,,,0.00
2001-09-12,0.0,45.4,,,,0.00
2001-09-13,0.0,45.4,,,,0.00
2001-09-14,0.0,45.4,,,,0.00
2001-09-15,0.0,45.4,,,,0.00
2001-09-16,0.0,45.4,,,,0.00
2001-09-17,0.0,45.4,,,,0.00
2001-09-18,0.0,45.4,,,,0.00
2001-09-19,0.0,45.4,,,,0.00
2001-09-20,0.0,45.4,,,,0.00
2001-09-21,0.0,45.4,57,42,48,0.10
2001-09-22,0.0,45.5,,,,0.00
2001-09-23,0.0,45.5,,,,0.00
2001-09-24,0.0,45.5,,,,0.00
2001-09-25,0.0,45.5,,,,0.20
2001-09-26,0.0,45.7,,,,0.50
2001-09-27,0.0,46.2,,,,0.00
2001-09-28,0.0,46.2,,,,0.00
2001-09-29,0.0,46.2,,,,0.00
2001-09-30,0.0,46.2,,,,0.00
2001-10-01,0.0,0.0,,,,0.00
2001-10-02,0.0,0.0,,,,0.00
2001-10-03,0.0,0.0,,,,0.00
2001-10-04,0.0,0.0,,,,0.00
2001-10-05,0.0,0.0,,,,0.00
2001-10-06,0.0,0.0,,,,0.00
2001-10-07,0.0,0.0,,,,0.10
2001-10-08,0.0,0.1,,,,0.00
2001-10-09,0.0,0.1,,,,0.00
2001-10-10,0.0,0.1,,,,0.30
2001-10-11,0.0,0.4,,,,0.10
2001-10-12,0.0,0.5,,,,0.00
2001-10-13,0.0,0.5,,,,0.10
2001-10-14,0.0,0.6,,,,0.30
2001-10-15,0.0,0.9,58,32,45,0.00
2001-10-16,0.0,0.9,49,29,36,0.20
2001-10-17,0.0,1.1,36,26,29,0.10
2001-10-18,0.0,1.2,39,30,35,0.00
2001-10-19,0.0,1.2,42,28,37,0.20
2001-10-20,0.0,1.4,44,26,34,0.00
2001-10-21,0.0,1.4,38,33,35,0.40
2001-10-22,0.0,1.8,35,24,31,1.30
2001-10-23,0.0,3.1,32,25,28,0.20
2001-10-24,0.3,3.3,32,25,29,0.20
2001-10-25,0.7,3.5,32,20,27,0.00
2001-10-26,0.8,3.5,40,31,36,1.00
2001-10-27,0.5,4.5,32,18,27,0.70
2001-10-28,0.6,5.2,34,19,25,0.00
2001-10-29,0.7,5.2,33,23,27,0.00
2001-10-30,0.7,5.2,39,28,35,0.60
2001-10-31,0.9,5.8,32,28,30,0.90
2001-11-01,1.5,6.7,37,30,33,0.00
2001-11-02,1.8,6.7,40,29,34,0.00
2001-11-03,1.6,6.7,48,38,43,0.00
2001-11-04,1.8,6.7,44,25,37,0.20
2001-11-05,1.4,6.9,31,23,26,0.10
2001-11-06,1.1,7.0,33,23,27,0.00
2001-11-07,1.1,7.0,38,27,32,0.00
2001-11-08,1.2,7.0,49,32,42,0.00
2001-11-09,2.1,7.0,50,38,44,0.00
2001-11-10,1.4,7.0,52,40,45,0.00
2001-11-11,1.3,7.0,48,40,43,0.20
2001-11-12,0.9,7.2,42,36,39,0.70
2001-11-13,0.0,7.9,38,33,36,1.90
2001-11-14,0.0,9.8,43,34,39,1.60
2001-11-15,0.0,11.4,41,32,35,1.80
2001-11-16,0.0,13.2,33,26,31,0.30
2001-11-17,0.0,13.5,28,22,25,0.10
2001-11-18,0.0,13.6,39,24,30,0.00
2001-11-19,0.0,13.6,44,34,39,2.10
2001-11-20,0.0,15.7,36,26,31,0.90
2001-11-21,0.0,16.6,32,28,30,1.10
2001-11-22,0.3,17.7,32,26,30,0.50
2001-11-23,0.8,18.2,31,24,27,0.10
2001-11-24,0.7,18.3,26,22,25,0.20
2001-11-25,0.8,18.5,28,20,24,0.10
2001-11-26,0.8,18.6,27,21,23,0.00
2001-11-27,0.8,18.6,26,22,23,0.00
2001-11-28,0.9,18.6,30,22,27,1.60
2001-11-29,3.6,20.2,28,19,25,0.10
2001-11-30,3.8,20.3,29,23,26,1.10
2001-12-01,4.7,21.4,29,22,28,0.50
2001-12-02,7.5,21.9,23,15,20,0.00
2001-12-03,7.4,21.9,22,14,19,0.00
2001-12-04,8.1,21.9,24,19,21,0.00
2001-12-05,8.3,21.9,26,17,21,0.00
2001-12-06,8.7,21.9,29,21,26,0.10
2001-12-07,10.3,22.0,32,18,26,3.20
2001-12-08,10.4,25.2,33,22,29,0.80
2001-12-09,11.2,26.0,24,17,20,0.00
2001-12-10,11.1,26.0,29,18,24,0.50
2001-12-11,11.3,26.5,30,18,23,0.20
2001-12-12,11.4,26.7,32,20,29,0.10
2001-12-13,11.7,26.8,32,26,30,2.10
2001-12-14,14.2,28.9,26,17,20,0.40
2001-12-15,14.5,29.3,,,,0.00
2001-12-16,14.5,29.3,,,,2.70
2001-12-17,17.2,32.0,,,,0.00
2001-12-18,17.2,32.0,,,,2.30
2001-12-19,19.6,34.3,,,,0.00
2001-12-20,19.6,34.3,,,,0.10
2001-12-21,19.7,34.4,,,,0.00
2001-12-22,19.7,34.4,,,,0.00
2001-12-23,19.7,34.4,,,,0.10
2001-12-24,19.8,34.5,,,,0.00
2001-12-25,19.8,34.5,,,,0.00
2001-12-26,19.8,34.5,,,,0.00
2001-12-27,19.8,34.5,,,,0.00
2001-12-28,19.8,34.5,,,,0.00
2001-12-29,19.9,34.5,,,,0.10
2001-12-30,19.9,34.6,,,,0.00
2001-12-31,19.9,34.6,,,,0.00
2002-01-01,20.2,34.6,,,,1.10
2002-01-02,20.2,35.7,,,,0.50
2002-01-03,21.1,36.2,,,,0.60
2002-01-04,21.1,36.8,,,,0.00
2002-01-05,21.2,36.8,,,,3.20
2002-01-06,21.2,40.0,,,,1.00
2002-01-07,21.2,41.0,36,29,33,0.90
2002-01-08,21.2,41.9,32,26,30,0.60
2002-01-09,20.9,42.5,32,24,28,0.00
2002-01-10,20.9,42.5,,,,0.20
2002-01-11,21.3,42.7,,,,0.00
2002-01-12,21.3,42.7,,,,0.80
2002-01-13,21.9,43.5,,,,0.10
2002-01-14,21.8,43.6,,,,0.20
2002-01-15,21.5,43.8,,,,0.10
2002-01-16,21.7,43.9,,,,0.00
2002-01-17,21.7,43.9,,,,0.00
2002-01-18,21.9,43.9,,,,0.30
2002-01-19,22.4,44.2,,,,0.40
2002-01-20,23.0,44.6,,,,0.10
2002-01-21,23.7,44.7,,,,0.00
2002-01-22,23.6,44.7,,,,1.30
2002-01-23,24.2,46.0,,,,0.60
2002-01-24,24.8,46.6,,,,0.00
2002-01-25,27.4,46.6,,,,1.50
2002-01-26,28.6,48.1,,,,0.20
2002-01-27,28.8,48.3,,,,0.00
2002-01-28,29.0,48.3,,,,0.00
2002-01-29,28.7,48.3,,,,0.00
2002-01-30,29.5,48.3,,,,1.10
2002-01-31,30.0,49.4,,,,0.10
2002-02-01,30.0,49.5,,,,0.00
2002-02-02,30.0,49.5,,,,0.10
2002-02-03,30.3,49.6,,,,0.00
2002-02-04,30.2,49.6,,,,0.60
2002-02-05,30.7,50.2,,,,1.00
2002-02-06,30.9,51.2,,,,0.70
2002-02-07,32.4,51.9,,,,0.30
2002-02-08,32.6,52.2,,,,0.00
2002-02-09,32.2,52.2,,,,0.00
2002-02-10,32.7,52.2,,,96,0.40
2002-02-11,32.8,52.6,,,96,0.30
2002-02-12,32.7,52.9,,,96,0.00
2002-02-13,33.0,52.9,,,96,0.00
2002-02-14,32.4,52.9,,,96,0.00
2002-02-15,32.5,52.9,,,96,0.00
2002-02-16,32.5,52.9,,,96,0.00
2002-02-17,32.9,52.9,,,96,0.10
2002-02-18,32.7,53.0,,,96,0.20
2002-02-19,32.9,53.2,,,96,1.00
2002-02-20,33.1,54.2,,,96,0.00
2002-02-21,33.5,54.2,,,96,2.30
2002-02-22,36.2,56.5,,,96,1.10
2002-02-23,37.2,57.6,,,96,0.20
2002-02-24,36.4,57.8,,,95,0.00
2002-02-25,35.8,57.8,,,96,0.00
2002-02-26,36.2,57.8,,,96,0.20
2002-02-27,36.1,58.0,,,96,0.00
2002-02-28,36.3,58.0,,,96,0.00
2002-03-01,36.1,58.0,,,96,0.00
2002-03-02,36.0,58.0,,,,0.00
2002-03-03,36.3,58.0,,,,0.00
2002-03-04,36.6,58.0,,,,0.00
2002-03-05,36.8,58.0,,,,0.00
2002-03-06,36.5,58.0,,,,0.10
2002-03-07,36.3,58.1,,,,0.00
2002-03-08,36.1,58.1,,,,0.60
2002-03-09,36.1,58.7,,,,0.00
2002-03-10,37.3,58.7,,,,0.90
2002-03-11,38.7,59.6,,,,2.70
2002-03-12,42.1,62.3,,,,1.30
2002-03-13,44.5,63.6,,,,1.20
2002-03-14,44.8,64.8,,,,0.00
2002-03-15,45.3,64.8,,,,0.20
2002-03-16,45.3,65.0,,,,0.10
2002-03-17,44.9,65.1,,,,0.00
2002-03-18,44.7,65.1,,,,0.10
2002-03-19,45.2,65.2,,,,0.00
2002-03-20,46.1,65.2,,,,0.10
2002-03-21,46.5,65.3,,,,1.20
2002-03-22,46.7,66.5,,,,0.00
2002-03-23,46.7,66.5,,,,0.00
2002-03-24,46.4,66.5,,,,0.00
2002-03-25,46.5,66.5,,,,0.00
2002-03-26,46.6,66.5,,,,0.10
2002-03-27,46.5,66.6,,,,0.00
2002-03-28,46.7,66.6,,,,0.00
2002-03-29,46.7,66.6,,,,0.00
2002-03-30,46.7,66.6,,,,0.00
2002-03-31,46.7,66.6,,,,0.00
2002-04-01,46.6,66.6,,,,0.00
2002-04-02,46.5,66.6,,,,0.00
2002-04-03,46.8,66.6,,,,0.00
2002-04-04,46.8,66.6,,,,0.00
2002-04-05,47.0,66.6,,,,0.00
2002-04-06,46.8,66.6,,,,0.10
2002-04-07,46.9,66.7,,,,0.00
2002-04-08,47.1,66.7,,,,0.00
2002-04-09,47.2,66.7,,,,0.40
2002-04-10,47.3,67.1,,,,0.00
2002-04-11,47.5,67.1,,,,0.00
2002-04-12,47.8,67.1,,,,0.20
2002-04-13,48.6,67.3,,,,1.20
2002-04-14,52.2,68.5,,,,1.20
2002-04-15,53.1,69.7,,,,0.10
2002-04-16,50.3,69.8,,,,0.30
2002-04-17,49.1,70.1,,,,0.00
2002-04-18,48.2,70.1,,,,0.00
2002-04-19,48.3,70.1,,,,0.00
2002-04-20,48.4,70.1,,,,0.00
2002-04-21,48.1,70.1,,,,0.10
2002-04-22,47.9,70.2,,,,0.00
2002-04-23,47.2,70.2,,,,0.00
2002-04-24,46.9,70.2,,,,0.00
2002-04-25,47.2,70.2,,,,0.00
2002-04-26,47.4,70.2,,,,0.20
2002-04-27,47.5,70.4,,,,0.10
2002-04-28,47.1,70.5,,,,0.00
2002-04-29,47.3,70.5,,,,0.00
2002-04-30,47.7,70.5,,,,0.00
2002-05-01,47.9,70.5,,,,0.20
2002-05-02,48.2,70.7,,,,0.00
2002-05-03,47.0,70.7,,,,0.00
2002-05-04,46.2,70.7,,,,0.00
2002-05-05,45.6,70.7,,,,0.20
2002-05-06,45.0,70.9,,,,0.30
2002-05-07,45.0,71.2,,,,0.00
2002-05-08,45.0,71.2,,,,0.00
2002-05-09,45.3,71.2,,,,0.40
2002-05-10,45.1,71.6,,,,0.00
2002-05-11,45.5,71.6,,,,0.10
2002-05-12,46.0,71.7,,,,0.00
2002-05-13,48.3,71.7,,,,0.20
2002-05-14,47.0,71.9,,,,0.10
2002-05-15,45.9,72.0,,,,0.00
2002-05-16,45.0,72.0,,,,0.20
2002-05-17,44.8,72.2,,,,0.00
2002-05-18,45.0,72.2,,,,0.00
2002-05-19,44.8,72.2,,,,0.00
2002-05-20,44.6,72.2,,,,0.70
2002-05-21,44.7,72.9,,,,0.10
2002-05-22,44.0,73.0,,,,0.00
2002-05-23,42.6,73.0,,,,0.00
2002-05-24,42.0,73.0,,,,0.00
2002-05-25,41.6,73.0,,,,0.10
2002-05-26,40.7,73.1,,,,0.10
2002-05-27,39.5,73.2,,,,0.00
2002-05-28,38.4,73.2,,,,0.20
2002-05-29,37.1,73.4,,,,0.00
2002-05-30,35.4,73.4,,,,0.00
2002-05-31,34.3,73.4,,,,0.00
2002-06-01,33.5,73.4,,,,0.00
2002-06-02,32.0,73.4,,,,0.00
2002-06-03,30.3,73.4,,,,0.10
2002-06-04,29.3,73.5,,,,0.00
2002-06-05,27.6,73.5,,,,0.00
2002-06-06,25.4,73.5,,,,0.00
2002-06-07,24.3,73.5,,,,0.40
2002-06-08,23.9,73.9,,,,0.00
2002-06-09,23.9,73.9,,,,0.00
2002-06-10,22.3,73.9,,,,0.00
2002-06-11,20.6,73.9,,,,0.00
2002-06-12,18.3,73.9,,,,0.00
2002-06-13,16.1,73.9,,,,0.00
2002-06-14,13.3,73.9,,,,0.00
2002-06-15,11.5,73.9,,,,0.00
2002-06-16,9.0,73.9,,,,0.00
2002-06-17,7.4,73.9,,,,0.00
2002-06-18,5.8,73.9,,,,0.00
2002-06-19,4.3,73.9,,,,0.00
2002-06-20,2.6,73.9,,,,0.00
2002-06-21,0.3,73.9,,,,0.00
2002-06-22,0.0,73.9,,,,0.00
2002-06-23,0.0,73.9,,,,0.00
2002-06-24,0.0,73.9,,,,0.00
2002-06-25,0.0,73.9,,,,0.00
2002-06-26,0.0,73.9,,,,0.00
2002-06-27,0.0,73.9,,,,0.10
2002-06-28,0.0,74.0,,,,0.50
