#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 943: Dungeness, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dungeness (943) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:14:30 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1999-12-24,1.4,21.0,52,44,46,0.00
1999-12-25,1.5,21.0,60,44,48,0.00
1999-12-26,1.5,21.0,64,49,53,0.00
1999-12-27,1.5,21.0,64,49,54,0.00
1999-12-28,1.5,21.0,56,40,46,0.00
1999-12-29,1.6,21.0,42,25,31,0.00
1999-12-30,1.4,21.0,33,24,28,0.00
1999-12-31,1.6,21.0,38,28,32,0.10
2000-01-01,1.6,21.1,37,23,27,0.30
2000-01-02,1.9,21.4,26,19,22,0.00
2000-01-03,1.9,21.4,36,21,31,0.40
2000-01-04,2.3,21.8,36,28,31,0.20
2000-01-05,2.2,22.0,32,21,25,0.00
2000-01-06,2.2,22.0,35,25,31,0.10
2000-01-07,2.3,22.1,37,26,32,0.10
2000-01-08,2.3,22.2,35,25,29,0.00
2000-01-09,2.4,22.2,32,19,25,0.20
2000-01-10,2.6,22.4,27,18,22,0.00
2000-01-11,2.8,22.4,29,18,21,0.10
2000-01-12,2.8,22.5,27,18,22,0.40
2000-01-13,3.0,22.9,28,21,25,0.40
2000-01-14,3.5,23.3,32,20,27,0.70
2000-01-15,4.3,24.0,32,19,23,0.40
2000-01-16,4.7,24.4,32,23,28,1.10
2000-01-17,6.7,25.5,31,19,22,0.50
2000-01-18,6.7,26.0,31,18,22,0.00
2000-01-19,6.7,26.0,36,18,27,0.20
2000-01-20,6.8,26.2,35,27,31,0.20
2000-01-21,7.1,26.4,33,24,29,0.10
2000-01-22,7.2,26.5,34,24,28,0.00
2000-01-23,7.2,26.5,37,24,27,0.00
2000-01-24,7.2,26.5,33,22,28,0.10
2000-01-25,7.4,26.6,37,22,30,0.00
2000-01-26,7.5,26.6,42,21,25,0.00
2000-01-27,7.5,26.6,43,22,28,0.00
2000-01-28,7.5,26.6,50,26,35,0.10
2000-01-29,7.5,26.7,50,30,35,0.00
2000-01-30,7.5,26.7,41,30,35,0.10
2000-01-31,7.5,26.8,35,28,31,0.70
2000-02-01,8.2,27.5,35,29,32,1.20
2000-02-02,8.6,28.7,33,27,29,0.00
2000-02-03,8.6,28.7,43,32,37,0.00
2000-02-04,8.8,28.7,47,32,36,0.00
2000-02-05,8.8,28.7,46,32,37,0.10
2000-02-06,8.6,28.8,45,32,38,0.00
2000-02-07,8.6,28.8,47,32,39,0.00
2000-02-08,8.9,28.8,41,26,34,0.00
2000-02-09,8.8,28.8,43,25,29,0.00
2000-02-10,9.2,28.8,42,24,29,0.00
2000-02-11,8.8,28.8,36,24,27,0.00
2000-02-12,9.1,28.8,33,23,26,0.00
2000-02-13,8.6,28.8,39,19,25,0.10
2000-02-14,8.4,28.9,30,24,26,0.20
2000-02-15,8.8,29.1,33,21,26,0.00
2000-02-16,9.0,29.1,38,21,25,0.00
2000-02-17,9.2,29.1,47,24,28,0.00
2000-02-18,9.1,29.1,44,23,29,0.00
2000-02-19,8.9,29.1,56,32,38,0.00
2000-02-20,9.0,29.1,53,33,40,0.10
2000-02-21,8.7,29.2,47,31,35,0.20
2000-02-22,9.0,29.4,40,26,32,1.10
2000-02-23,9.7,30.5,42,21,27,0.00
2000-02-24,10.2,30.5,40,21,26,0.00
2000-02-25,10.3,30.5,35,22,29,0.00
2000-02-26,10.0,30.5,39,26,31,0.20
2000-02-27,9.6,30.7,46,27,33,0.00
2000-02-28,10.4,30.7,45,26,32,0.10
2000-02-29,9.8,30.8,39,28,33,0.10
2000-03-01,10.1,30.9,39,24,30,0.00
2000-03-02,10.2,30.9,41,29,34,0.00
2000-03-03,10.5,30.9,42,30,34,0.10
2000-03-04,10.1,31.0,36,23,28,0.10
2000-03-05,10.4,31.1,39,20,25,0.00
2000-03-06,11.2,31.1,34,18,24,0.00
2000-03-07,10.5,31.1,41,22,29,0.10
2000-03-08,10.2,31.2,35,27,31,0.00
2000-03-09,10.5,31.2,38,26,30,0.00
2000-03-10,11.0,31.2,39,25,31,0.30
2000-03-11,10.7,31.5,44,24,29,0.10
2000-03-12,11.0,31.6,40,23,30,0.00
2000-03-13,10.8,31.6,47,31,36,0.40
2000-03-14,10.8,32.0,,,,0.00
2000-03-15,11.7,32.0,44,22,33,0.00
2000-03-16,10.7,32.0,42,24,32,0.00
2000-03-17,11.7,32.0,42,26,31,0.00
2000-03-18,11.6,32.0,49,25,36,0.00
2000-03-19,11.2,32.0,34,22,27,0.10
2000-03-20,11.6,32.1,44,22,30,0.00
2000-03-21,10.6,32.1,48,29,36,0.10
2000-03-22,11.0,32.2,48,26,36,0.10
2000-03-23,11.2,32.3,39,24,29,0.00
2000-03-24,10.8,32.3,41,23,30,0.10
2000-03-25,10.8,32.4,36,29,31,0.00
2000-03-26,10.8,32.4,50,28,36,0.00
2000-03-27,10.8,32.4,45,28,34,0.00
2000-03-28,10.9,32.4,34,25,29,0.00
2000-03-29,10.8,32.4,42,21,28,0.00
2000-03-30,11.7,32.4,48,27,35,0.00
2000-03-31,10.9,32.4,57,33,44,0.00
2000-04-01,10.3,32.4,57,38,45,0.00
2000-04-02,9.5,32.4,64,38,47,0.00
2000-04-03,8.8,32.4,62,41,47,0.00
2000-04-04,8.2,32.4,43,27,34,0.00
2000-04-05,8.2,32.4,38,25,31,0.00
2000-04-06,7.9,32.4,38,26,30,0.00
2000-04-07,8.0,32.4,51,25,36,0.10
2000-04-08,7.6,32.5,59,39,46,0.00
2000-04-09,7.0,32.5,54,38,43,0.00
2000-04-10,6.6,32.5,56,37,44,0.00
2000-04-11,5.8,32.5,62,40,48,0.10
2000-04-12,5.1,32.6,60,44,49,0.00
2000-04-13,4.4,32.6,50,37,43,0.10
2000-04-14,3.8,32.7,43,32,37,0.00
2000-04-15,3.2,32.7,44,30,35,0.00
2000-04-16,2.9,32.7,41,29,34,0.00
2000-04-17,2.6,32.7,53,29,39,0.00
2000-04-18,1.5,32.7,55,30,42,0.00
2000-04-19,0.8,32.7,46,29,36,0.00
2000-04-20,0.3,32.7,48,33,40,0.00
2000-04-21,0.1,32.7,53,34,43,0.20
2000-04-22,0.1,32.9,40,29,33,0.00
2000-04-23,0.1,32.9,41,24,31,0.00
2000-04-24,0.0,32.9,42,21,32,0.00
2000-04-25,0.0,32.9,46,28,35,0.00
2000-04-26,0.0,32.9,47,27,38,0.20
2000-04-27,0.0,33.1,47,29,41,0.00
2000-04-28,0.0,33.1,42,29,35,0.10
2000-04-29,0.0,33.2,43,26,35,0.00
2000-04-30,0.0,33.2,53,37,43,0.10
2000-05-01,0.0,33.3,48,36,40,0.00
2000-05-02,0.0,33.3,54,33,41,0.00
2000-05-03,0.0,33.3,47,31,38,0.00
2000-05-04,0.0,33.3,45,29,35,0.00
2000-05-05,0.0,33.3,40,26,32,0.00
2000-05-06,0.0,33.3,36,28,31,0.20
2000-05-07,0.1,33.5,44,26,35,0.00
2000-05-08,0.0,33.5,41,32,36,0.70
2000-05-09,0.0,34.2,35,31,33,0.20
2000-05-10,0.0,34.4,38,31,33,0.10
2000-05-11,0.0,34.5,42,28,34,0.10
2000-05-12,0.0,34.6,41,30,35,0.10
2000-05-13,0.0,34.7,51,34,43,0.20
2000-05-14,0.0,34.9,58,39,46,0.10
2000-05-15,0.0,35.0,57,43,48,0.00
2000-05-16,0.0,35.0,60,39,47,0.00
2000-05-17,0.0,35.0,46,36,40,0.00
2000-05-18,0.0,35.0,53,35,43,0.10
2000-05-19,0.0,35.1,53,40,45,0.00
2000-05-20,0.0,35.1,52,38,47,0.00
2000-05-21,0.0,35.1,57,38,50,0.00
2000-05-22,0.0,35.1,49,35,41,0.00
2000-05-23,0.0,35.1,52,31,40,0.00
2000-05-24,0.0,35.1,51,35,41,0.00
2000-05-25,0.0,35.1,49,35,41,0.00
2000-05-26,0.0,35.1,58,35,45,0.10
2000-05-27,0.0,35.2,51,35,43,0.00
2000-05-28,0.0,35.2,46,35,38,0.20
2000-05-29,0.0,35.4,42,34,38,0.20
2000-05-30,0.0,35.6,46,36,38,0.20
2000-05-31,0.0,35.8,46,36,40,0.10
2000-06-01,0.0,35.9,54,33,42,0.00
2000-06-02,0.0,35.9,56,35,44,0.00
2000-06-03,0.0,35.9,70,41,54,0.10
2000-06-04,0.0,36.0,73,53,62,0.00
2000-06-05,0.0,36.0,59,40,49,0.00
2000-06-06,0.0,36.0,51,41,44,0.20
2000-06-07,0.0,36.2,45,40,42,0.10
2000-06-08,0.0,36.3,45,39,42,0.30
2000-06-09,0.0,36.6,51,33,40,0.00
2000-06-10,0.0,36.6,45,32,37,0.00
2000-06-11,0.0,36.6,42,32,37,1.00
2000-06-12,0.0,37.6,53,39,45,0.00
2000-06-13,0.0,37.6,55,39,46,0.00
2000-06-14,0.0,37.6,59,39,51,0.00
2000-06-15,0.0,37.6,57,37,45,0.00
2000-06-16,0.0,37.6,65,39,51,0.10
2000-06-17,0.0,37.7,70,48,58,0.00
2000-06-18,0.0,37.7,58,39,50,0.00
2000-06-19,0.0,37.7,58,38,46,0.00
2000-06-20,0.0,37.7,65,43,52,0.00
2000-06-21,0.0,37.7,61,44,51,0.00
2000-06-22,0.0,37.7,57,39,47,0.00
2000-06-23,0.0,37.7,60,40,49,0.00
2000-06-24,0.0,37.7,59,44,50,0.00
2000-06-25,0.0,37.7,70,46,56,0.00
2000-06-26,0.0,37.7,76,50,61,0.00
2000-06-27,0.0,37.7,79,55,66,0.00
2000-06-28,0.0,37.7,77,56,65,0.00
2000-06-29,0.0,37.7,71,49,58,0.00
2000-06-30,0.0,37.7,51,41,47,0.00
2000-07-01,0.0,37.7,45,35,40,0.00
2000-07-02,0.0,37.7,47,33,39,0.20
2000-07-03,0.0,37.9,49,36,41,0.10
2000-07-04,0.0,38.0,46,39,42,0.10
2000-07-05,0.0,38.1,51,38,44,0.00
2000-07-06,0.0,38.1,56,43,47,0.00
2000-07-07,0.0,38.1,61,43,51,0.10
2000-07-08,0.0,38.2,62,47,52,0.00
2000-07-09,0.0,38.2,61,42,50,0.00
2000-07-10,0.0,38.2,62,44,52,0.00
2000-07-11,0.0,38.2,53,44,48,0.00
2000-07-12,0.0,38.2,67,44,52,0.00
2000-07-13,0.0,38.2,59,43,51,0.00
2000-07-14,0.0,38.2,51,39,44,0.00
2000-07-15,0.0,38.2,64,38,49,0.00
2000-07-16,0.0,38.2,73,46,58,0.00
2000-07-17,0.0,38.2,73,50,60,0.10
2000-07-18,0.0,38.3,67,50,56,0.00
2000-07-19,0.0,38.3,70,50,58,0.00
2000-07-20,0.0,38.3,74,52,61,0.00
2000-07-21,0.0,38.3,77,53,62,0.00
2000-07-22,0.0,38.3,62,47,54,0.00
2000-07-23,0.0,38.3,57,45,49,0.00
2000-07-24,0.0,38.3,67,46,55,0.00
2000-07-25,0.0,38.3,59,46,52,0.00
2000-07-26,0.0,38.3,54,44,48,0.00
2000-07-27,0.0,38.3,65,49,56,0.00
2000-07-28,0.0,38.3,55,49,52,0.00
2000-07-29,0.0,38.3,69,47,57,0.00
2000-07-30,0.0,38.3,78,54,64,0.00
2000-07-31,0.0,38.3,72,54,61,0.00
2000-08-01,0.0,38.3,69,47,56,0.00
2000-08-02,0.0,38.3,72,49,58,0.00
2000-08-03,0.0,38.3,71,48,58,0.00
2000-08-04,0.0,38.3,76,54,63,0.00
2000-08-05,0.0,38.3,77,56,64,0.00
2000-08-06,0.0,38.3,74,54,61,0.00
2000-08-07,0.0,38.3,72,53,60,0.00
2000-08-08,0.0,38.3,74,54,61,0.00
2000-08-09,0.0,38.3,71,52,59,0.00
2000-08-10,0.0,38.3,65,47,53,0.00
2000-08-11,0.0,38.3,48,41,44,0.00
2000-08-12,0.0,38.3,59,39,47,0.00
2000-08-13,0.0,38.3,57,41,47,0.00
2000-08-14,0.0,38.3,61,41,49,0.00
2000-08-15,0.0,38.3,48,39,44,0.00
2000-08-16,0.0,38.3,64,41,50,0.00
2000-08-17,0.0,38.3,58,42,47,0.00
2000-08-18,0.0,38.3,53,42,46,0.00
2000-08-19,0.0,38.3,54,40,46,0.00
2000-08-20,0.0,38.3,54,41,46,0.00
2000-08-21,0.0,38.3,65,42,51,0.00
2000-08-22,0.0,38.3,73,48,58,0.00
2000-08-23,0.0,38.3,76,53,61,0.00
2000-08-24,0.0,38.3,70,47,58,0.00
2000-08-25,0.0,38.3,56,45,50,0.00
2000-08-26,0.0,38.3,51,39,45,0.00
2000-08-27,0.0,38.3,48,37,41,0.00
2000-08-28,0.0,38.3,66,37,50,0.00
2000-08-29,0.0,38.3,59,48,52,0.00
2000-08-30,0.0,38.3,64,43,50,0.00
2000-08-31,0.0,38.3,55,36,44,0.00
2000-09-01,0.0,38.3,48,35,40,0.00
2000-09-02,0.0,38.3,51,38,42,0.00
2000-09-03,0.0,38.3,51,38,42,0.00
2000-09-04,0.0,38.3,57,39,44,0.00
2000-09-05,0.0,38.3,54,39,46,0.00
2000-09-06,0.0,38.3,56,41,46,0.10
2000-09-07,0.0,38.4,54,41,46,0.00
2000-09-08,0.0,38.4,51,36,42,0.00
2000-09-09,0.0,38.4,53,36,45,0.10
2000-09-10,0.0,38.5,52,38,45,0.00
2000-09-11,0.0,38.5,62,39,48,0.00
2000-09-12,0.0,38.5,67,48,53,0.00
2000-09-13,0.0,38.5,74,49,59,0.10
2000-09-14,0.0,38.6,82,55,67,0.00
2000-09-15,0.0,38.6,57,49,53,0.00
2000-09-16,0.0,38.6,60,47,51,0.00
2000-09-17,0.0,38.6,69,50,55,0.00
2000-09-18,0.0,38.6,62,51,55,0.00
2000-09-19,0.0,38.6,67,45,53,0.00
2000-09-20,0.0,38.6,55,41,49,0.00
2000-09-21,0.0,38.6,,,,0.00
2000-09-22,0.0,38.6,54,33,40,0.00
2000-09-23,0.0,38.6,62,38,46,0.00
2000-09-24,0.0,38.6,65,47,53,0.00
2000-09-25,0.0,38.6,68,49,54,0.00
2000-09-26,0.0,38.6,68,49,55,0.00
2000-09-27,0.0,38.6,73,50,58,0.00
2000-09-28,0.0,38.6,56,40,47,0.00
2000-09-29,0.0,38.6,60,48,51,0.30
2000-09-30,0.0,38.9,56,45,50,0.20
2000-10-01,0.0,0.0,45,33,38,0.00
2000-10-02,0.0,0.0,45,33,38,0.00
2000-10-03,0.0,0.0,49,33,37,0.00
2000-10-04,0.0,0.0,53,34,40,0.00
2000-10-05,0.0,0.0,58,38,45,0.00
2000-10-06,0.0,0.0,67,46,54,0.00
2000-10-07,0.0,0.0,69,51,55,0.00
2000-10-08,0.0,0.0,55,43,49,0.00
2000-10-09,0.0,0.0,45,40,43,0.70
2000-10-10,0.0,0.7,49,37,42,0.00
2000-10-11,0.0,0.7,56,39,44,0.00
2000-10-12,0.0,0.7,55,36,42,0.00
2000-10-13,0.0,0.7,49,36,42,0.20
2000-10-14,0.0,0.9,46,32,36,0.00
2000-10-15,0.0,0.9,50,31,38,0.00
2000-10-16,0.0,0.9,46,39,42,0.40
2000-10-17,0.0,1.3,57,40,46,0.00
2000-10-18,0.0,1.3,47,33,39,0.20
2000-10-19,0.0,1.5,49,33,42,0.50
2000-10-20,0.0,2.0,51,31,40,0.40
2000-10-21,0.0,2.4,42,29,33,0.00
2000-10-22,0.0,2.4,47,31,39,0.00
2000-10-23,0.0,2.4,62,42,47,0.10
2000-10-24,0.0,2.5,55,42,46,0.00
2000-10-25,0.0,2.5,56,42,46,0.00
2000-10-26,0.0,2.5,49,40,44,0.00
2000-10-27,0.0,2.5,45,35,39,1.20
2000-10-28,0.1,3.7,42,30,35,0.60
2000-10-29,0.1,4.3,45,33,35,0.10
2000-10-30,0.0,4.4,46,32,35,0.00
2000-10-31,0.0,4.4,46,30,35,0.00
2000-11-01,0.0,4.4,47,29,36,0.00
2000-11-02,0.0,4.4,48,35,38,0.10
2000-11-03,0.0,4.5,54,37,45,0.00
2000-11-04,0.0,4.5,48,31,36,0.30
2000-11-05,0.0,4.8,36,30,33,0.00
2000-11-06,0.1,4.8,40,31,33,0.10
2000-11-07,0.0,4.9,38,30,34,0.10
2000-11-08,0.1,5.0,39,27,30,0.30
2000-11-09,0.5,5.3,31,23,27,0.10
2000-11-10,0.6,5.4,32,19,24,0.00
2000-11-11,0.8,5.4,38,18,24,0.00
2000-11-12,0.6,5.4,34,24,29,0.00
2000-11-13,0.6,5.4,32,24,28,0.00
2000-11-14,0.6,5.4,39,22,25,0.00
2000-11-15,0.6,5.4,42,22,25,0.00
2000-11-16,0.7,5.4,42,24,26,0.00
2000-11-17,0.8,5.4,46,26,31,0.10
2000-11-18,0.8,5.5,50,31,36,0.10
2000-11-19,0.9,5.6,43,36,39,0.00
2000-11-20,0.9,5.6,48,38,42,0.00
2000-11-21,0.8,5.6,53,35,39,0.00
2000-11-22,0.8,5.6,55,34,39,0.00
2000-11-23,0.8,5.6,46,30,36,0.20
2000-11-24,0.8,5.8,37,29,33,0.00
2000-11-25,0.8,5.8,44,29,35,0.00
2000-11-26,0.8,5.8,36,27,32,0.40
2000-11-27,1.1,6.2,38,24,27,0.00
2000-11-28,1.0,6.2,37,23,30,0.00
2000-11-29,1.1,6.2,38,30,34,0.20
2000-11-30,1.3,6.4,37,31,33,0.30
2000-12-01,1.5,6.7,42,35,38,0.40
2000-12-02,1.6,7.1,42,27,32,0.00
2000-12-03,1.4,7.1,37,27,32,0.00
2000-12-04,1.2,7.1,50,36,40,0.00
2000-12-05,1.4,7.1,56,40,43,0.00
2000-12-06,1.5,7.1,60,39,45,0.00
2000-12-07,1.6,7.1,50,37,40,0.00
2000-12-08,1.5,7.1,43,25,32,0.00
2000-12-09,1.5,7.1,31,20,24,0.00
2000-12-10,1.6,7.1,23,14,18,0.00
2000-12-11,1.6,7.1,24,16,19,0.00
2000-12-12,1.5,7.1,32,16,21,0.00
2000-12-13,1.5,7.1,29,18,22,0.00
2000-12-14,1.5,7.1,34,19,27,0.10
2000-12-15,1.6,7.2,32,18,22,0.10
2000-12-16,1.5,7.3,43,28,35,1.10
2000-12-17,1.9,8.4,36,22,26,0.00
2000-12-18,1.9,8.4,46,23,36,0.20
2000-12-19,2.0,8.6,35,21,26,0.00
2000-12-20,2.0,8.6,40,26,31,0.10
2000-12-21,2.0,8.7,41,31,35,0.50
2000-12-22,2.7,9.2,36,29,32,0.30
2000-12-23,2.9,9.5,37,30,33,0.00
2000-12-24,3.0,9.5,39,26,31,0.00
2000-12-25,3.0,9.5,44,36,39,0.00
2000-12-26,3.0,9.5,49,34,42,0.00
2000-12-27,3.0,9.5,44,27,31,0.00
2000-12-28,3.0,9.5,48,30,41,0.10
2000-12-29,3.0,9.6,47,38,43,0.00
2000-12-30,3.0,9.6,47,36,40,0.00
2000-12-31,3.0,9.6,45,31,36,0.00
2001-01-01,3.1,9.6,49,29,39,0.00
2001-01-02,3.0,9.6,59,43,49,0.10
2001-01-03,2.9,9.7,50,32,42,0.00
2001-01-04,3.0,9.7,45,33,40,0.70
2001-01-05,2.7,10.4,41,27,34,0.10
2001-01-06,2.8,10.5,49,24,35,0.00
2001-01-07,1.9,10.5,53,36,44,0.10
2001-01-08,2.4,10.6,,,,0.00
2001-01-09,2.5,10.6,38,29,33,0.20
2001-01-10,2.6,10.8,37,26,30,0.20
2001-01-11,2.6,11.0,35,28,31,0.00
2001-01-12,2.6,11.0,35,28,31,0.00
2001-01-13,2.7,11.0,31,26,27,0.10
2001-01-14,3.0,11.1,30,21,26,0.00
2001-01-15,3.0,11.1,37,21,24,0.00
2001-01-16,2.8,11.1,44,25,29,0.00
2001-01-17,2.6,11.1,39,30,35,0.10
2001-01-18,2.7,11.2,44,33,38,0.00
2001-01-19,3.0,11.2,45,27,31,0.00
2001-01-20,3.0,11.2,42,30,37,0.10
2001-01-21,2.9,11.3,37,27,32,0.00
2001-01-22,3.8,11.3,49,28,36,0.10
2001-01-23,3.1,11.4,48,33,39,0.00
2001-01-24,3.1,11.4,35,27,32,0.00
2001-01-25,3.4,11.4,38,23,28,0.00
2001-01-26,3.5,11.4,45,27,30,0.00
2001-01-27,3.3,11.4,48,28,33,0.00
2001-01-28,3.3,11.4,49,32,38,0.30
2001-01-29,3.3,11.7,32,25,28,0.10
2001-01-30,3.6,11.8,35,26,31,0.10
2001-01-31,3.6,11.9,39,30,34,0.00
2001-02-01,3.9,11.9,49,33,38,0.10
2001-02-02,3.7,12.0,35,26,29,0.30
2001-02-03,3.9,12.3,33,23,28,0.10
2001-02-04,4.2,12.4,46,28,34,0.10
2001-02-05,4.3,12.5,35,23,27,0.10
2001-02-06,4.4,12.6,27,16,21,0.10
2001-02-07,4.7,12.7,33,13,20,0.10
2001-02-08,4.6,12.8,34,22,29,0.00
2001-02-09,4.5,12.8,37,24,27,0.00
2001-02-10,4.7,12.8,34,23,27,0.00
2001-02-11,4.4,12.8,39,21,26,0.00
2001-02-12,4.6,12.8,41,20,25,0.00
2001-02-13,4.4,12.8,50,24,31,0.10
2001-02-14,4.3,12.9,45,25,35,0.00
2001-02-15,4.3,12.9,25,17,21,0.20
2001-02-16,4.8,13.1,38,17,27,0.50
2001-02-17,4.9,13.6,46,30,34,0.20
2001-02-18,5.3,13.8,43,27,30,0.00
2001-02-19,5.4,13.8,45,26,31,0.00
2001-02-20,5.6,13.8,50,32,36,0.00
2001-02-21,5.5,13.8,43,29,35,0.00
2001-02-22,5.4,13.8,45,26,31,0.00
2001-02-23,5.7,13.8,41,23,29,0.00
2001-02-24,5.7,13.8,36,21,26,0.00
2001-02-25,5.6,13.8,42,19,25,0.00
2001-02-26,5.6,13.8,43,22,30,0.00
2001-02-27,5.5,13.8,55,28,37,0.10
2001-02-28,5.4,13.9,50,29,35,0.00
2001-03-01,5.6,13.9,40,24,33,0.00
2001-03-02,5.5,13.9,40,20,26,0.00
2001-03-03,5.8,13.9,35,18,24,0.00
2001-03-04,6.0,13.9,35,21,29,0.10
2001-03-05,5.6,14.0,47,31,38,0.10
2001-03-06,5.5,14.1,58,37,44,0.00
2001-03-07,5.8,14.1,60,41,45,0.00
2001-03-08,5.7,14.1,41,31,35,0.20
2001-03-09,5.9,14.3,45,26,30,0.00
2001-03-10,5.9,14.3,42,25,30,0.00
2001-03-11,5.9,14.3,43,28,33,0.00
2001-03-12,5.8,14.3,49,32,38,0.00
2001-03-13,5.6,14.3,42,26,33,0.00
2001-03-14,5.5,14.3,41,22,30,0.00
2001-03-15,5.2,14.3,38,24,31,0.00
2001-03-16,5.7,14.3,36,23,29,0.00
2001-03-17,5.5,14.3,45,29,36,0.10
2001-03-18,5.5,14.4,53,32,41,0.00
2001-03-19,5.0,14.4,44,24,30,0.00
2001-03-20,4.6,14.4,42,23,31,0.00
2001-03-21,5.0,14.4,46,20,30,0.00
2001-03-22,5.3,14.4,50,32,38,0.00
2001-03-23,4.7,14.4,62,36,46,0.10
2001-03-24,3.8,14.5,56,38,46,0.30
2001-03-25,3.1,14.8,47,28,37,0.00
2001-03-26,2.6,14.8,37,25,29,0.00
2001-03-27,3.4,14.8,37,26,31,0.10
2001-03-28,3.2,14.9,39,27,33,0.00
2001-03-29,2.7,14.9,35,23,29,0.00
2001-03-30,3.4,14.9,38,26,32,0.00
2001-03-31,2.6,14.9,50,26,38,0.00
2001-04-01,2.3,14.9,31,24,27,0.50
2001-04-02,2.7,15.4,39,22,27,0.00
2001-04-03,3.0,15.4,36,22,29,0.10
2001-04-04,3.1,15.5,49,27,33,0.00
2001-04-05,3.0,15.5,40,28,33,0.00
2001-04-06,2.8,15.5,31,22,26,0.60
2001-04-07,3.5,16.1,36,19,25,0.30
2001-04-08,4.0,16.4,38,20,28,0.10
2001-04-09,4.1,16.5,42,25,29,0.00
2001-04-10,4.2,16.5,32,24,28,0.30
2001-04-11,4.7,16.8,47,22,29,0.00
2001-04-12,4.6,16.8,36,24,29,0.20
2001-04-13,4.9,17.0,35,21,27,0.20
2001-04-14,5.1,17.2,42,20,29,0.00
2001-04-15,5.2,17.2,47,29,38,0.10
2001-04-16,5.0,17.3,52,34,43,0.30
2001-04-17,4.6,17.6,50,30,36,0.00
2001-04-18,4.2,17.6,43,29,34,0.10
2001-04-19,4.2,17.7,43,27,33,0.00
2001-04-20,3.9,17.7,51,29,37,0.00
2001-04-21,3.5,17.7,49,32,37,0.00
2001-04-22,3.7,17.7,41,30,35,0.10
2001-04-23,3.2,17.8,51,37,41,0.00
2001-04-24,2.8,17.8,59,38,46,0.00
2001-04-25,2.1,17.8,65,41,50,0.10
2001-04-26,0.9,17.9,60,43,50,0.00
2001-04-27,0.1,17.9,51,34,43,0.00
2001-04-28,0.1,17.9,40,28,33,0.00
2001-04-29,0.1,17.9,46,29,36,0.00
2001-04-30,0.0,17.9,44,29,35,0.30
2001-05-01,0.0,18.2,41,27,32,0.00
2001-05-02,0.0,18.2,45,28,35,0.00
2001-05-03,0.0,18.2,47,32,39,0.00
2001-05-04,0.0,18.2,51,29,40,0.00
2001-05-05,0.0,18.2,41,27,32,0.00
2001-05-06,0.0,18.2,50,27,37,0.00
2001-05-07,0.0,18.2,58,37,46,0.10
2001-05-08,0.0,18.3,48,33,39,0.00
2001-05-09,0.0,18.3,47,30,37,0.00
